Epoch 1 | iter 10 step 0 | loss train: 2.686, val: n/a | iter time: 1210.97 ms
Epoch 3 | iter 5740 step 358 | loss train: 0.115, val: 0.131 | iter time: 1190.41 ms
Epoch 3 | iter 5750 step 359 | loss train: 0.114, val: 0.131 | iter time: 3346.29 ms
Epoch 3 | iter 5760 step 360 | loss train: 0.099, val: 0.131 | iter time: 1445.13 ms (step)
Epoch 3 | iter 5770 step 360 | loss train: 0.106, val: 0.131 | iter time: 1195.63 ms
Epoch 3 | iter 5780 step 361 | loss train: 0.099, val: 0.131 | iter time: 2758.96 ms
Epoch 3 | iter 5790 step 361 | loss train: 0.115, val: 0.131 | iter time: 2099.46 ms
Epoch 3 | iter 5800 step 362 | loss train: 0.126, val: 0.131 | iter time: 1213.90 ms
Epoch 3 | iter 5810 step 363 | loss train: 0.116, val: 0.131 | iter time: 1191.94 ms
Epoch 3 | iter 5820 step 363 | loss train: 0.109, val: 0.131 | iter time: 1194.29 ms
Epoch 3 | iter 5830 step 364 | loss train: 0.090, val: 0.131 | iter time: 1235.75 ms
Epoch 3 | iter 5840 step 365 | loss train: 0.097, val: 0.131 | iter time: 1219.47 ms (step)
Epoch 3 | iter 5850 step 365 | loss train: 0.105, val: 0.131 | iter time: 1191.44 ms
Epoch 3 | iter 5860 step 366 | loss train: 0.122, val: 0.131 | iter time: 1189.11 ms
Epoch 3 | iter 5870 step 366 | loss train: 0.120, val: 0.131 | iter time: 1237.90 ms
Epoch 3 | iter 5880 step 367 | loss train: 0.090, val: 0.131 | iter time: 1199.05 ms
Epoch 3 | iter 5890 step 368 | loss train: 0.102, val: 0.131 | iter time: 1114.83 ms
Epoch 3 | iter 5900 step 368 | loss train: 0.116, val: 0.131 | iter time: 1238.74 ms
Epoch 3 | iter 5910 step 369 | loss train: 0.121, val: 0.131 | iter time: 1206.46 ms
Epoch 3 | iter 5920 step 370 | loss train: 0.119, val: 0.131 | iter time: 1880.27 ms (step)
Epoch 3 | iter 5930 step 370 | loss train: 0.122, val: 0.131 | iter time: 1216.93 ms
Epoch 3 | iter 5940 step 371 | loss train: 0.137, val: 0.131 | iter time: 1192.46 ms
Epoch 3 | iter 5950 step 371 | loss train: 0.115, val: 0.131 | iter time: 1879.77 ms
Epoch 3 | iter 5960 step 372 | loss train: 0.110, val: 0.131 | iter time: 1191.58 ms
Epoch 3 | iter 5970 step 373 | loss train: 0.122, val: 0.131 | iter time: 1191.97 ms
Epoch 3 | iter 5980 step 373 | loss train: 0.122, val: 0.131 | iter time: 1612.02 ms
Epoch 3 | iter 5990 step 374 | loss train: 0.104, val: 0.131 | iter time: 1426.80 ms
Epoch 3 | iter 6000 step 375 | loss train: 0.107, val: 0.131 | iter time: 1944.66 ms (step)
Epoch 3 | iter 6010 step 375 | loss train: 0.144, val: 0.131 | iter time: 2039.59 ms
Epoch 3 | iter 6020 step 376 | loss train: 0.130, val: 0.131 | iter time: 1720.03 ms
Epoch 3 | iter 6030 step 376 | loss train: 0.116, val: 0.131 | iter time: 1206.99 ms
Epoch 3 | iter 6040 step 377 | loss train: 0.120, val: 0.131 | iter time: 1236.42 ms
Epoch 3 | iter 6050 step 378 | loss train: 0.104, val: 0.131 | iter time: 1193.46 ms
Epoch 3 | iter 6060 step 378 | loss train: 0.094, val: 0.131 | iter time: 1235.58 ms
Epoch 3 | iter 6070 step 379 | loss train: 0.130, val: 0.131 | iter time: 1192.44 ms
Epoch 3 | iter 6080 step 380 | loss train: 0.126, val: 0.131 | iter time: 2014.78 ms (step)
Epoch 3 | iter 6090 step 380 | loss train: 0.138, val: 0.131 | iter time: 1421.54 ms
Epoch 3 | iter 6100 step 381 | loss train: 0.112, val: 0.131 | iter time: 1191.07 ms
Epoch 3 | iter 6110 step 381 | loss train: 0.106, val: 0.131 | iter time: 1215.03 ms
Epoch 3 | iter 6120 step 382 | loss train: 0.120, val: 0.131 | iter time: 2088.45 ms
Epoch 3 | iter 6130 step 383 | loss train: 0.123, val: 0.131 | iter time: 1240.29 ms
Epoch 3 | iter 6140 step 383 | loss train: 0.088, val: 0.131 | iter time: 1193.19 ms
Epoch 3 | iter 6150 step 384 | loss train: 0.101, val: 0.131 | iter time: 1238.37 ms
Epoch 3 | iter 6160 step 385 | loss train: 0.107, val: 0.131 | iter time: 1194.95 ms (step)
Epoch 3 | iter 6170 step 385 | loss train: 0.096, val: 0.131 | iter time: 1237.20 ms
Epoch 3 | iter 6180 step 386 | loss train: 0.106, val: 0.131 | iter time: 1195.80 ms
Epoch 3 | iter 6190 step 386 | loss train: 0.117, val: 0.131 | iter time: 1192.90 ms
Epoch 3 | iter 6200 step 387 | loss train: 0.123, val: 0.131 | iter time: 3331.09 ms
Epoch 3 | iter 6210 step 388 | loss train: 0.101, val: 0.131 | iter time: 2115.30 ms
Epoch 3 | iter 6220 step 388 | loss train: 0.115, val: 0.131 | iter time: 1237.68 ms
Epoch 3 | iter 6230 step 389 | loss train: 0.121, val: 0.131 | iter time: 2009.80 ms
Epoch 3 | iter 6240 step 390 | loss train: 0.124, val: 0.131 | iter time: 1448.42 ms (step)
Epoch 3 | iter 6250 step 390 | loss train: 0.117, val: 0.131 | iter time: 1233.91 ms
Epoch 3 | iter 6260 step 391 | loss train: 0.139, val: 0.131 | iter time: 1608.72 ms
Epoch 3 | iter 6270 step 391 | loss train: 0.115, val: 0.131 | iter time: 1236.50 ms
Epoch 3 | iter 6280 step 392 | loss train: 0.112, val: 0.131 | iter time: 1713.89 ms
Epoch 3 | iter 6290 step 393 | loss train: 0.112, val: 0.131 | iter time: 1876.56 ms
Epoch 3 | iter 6300 step 393 | loss train: 0.109, val: 0.131 | iter time: 1191.75 ms
Epoch 3 | iter 6310 step 394 | loss train: 0.100, val: 0.131 | iter time: 1253.16 ms
Epoch 3 | iter 6320 step 395 | loss train: 0.103, val: 0.131 | iter time: 1892.84 ms (step)
Epoch 3 | iter 6330 step 395 | loss train: 0.124, val: 0.131 | iter time: 1423.65 ms
Epoch 3 | iter 6340 step 396 | loss train: 0.123, val: 0.131 | iter time: 1235.12 ms
Epoch 3 | iter 6350 step 396 | loss train: 0.093, val: 0.131 | iter time: 1236.61 ms
Epoch 3 | iter 6360 step 397 | loss train: 0.106, val: 0.131 | iter time: 2010.94 ms
Epoch 3 | iter 6370 step 398 | loss train: 0.115, val: 0.131 | iter time: 1236.76 ms
Epoch 3 | iter 6380 step 398 | loss train: 0.120, val: 0.131 | iter time: 1443.50 ms
Epoch 3 | iter 6390 step 399 | loss train: 0.102, val: 0.131 | iter time: 1255.83 ms
Epoch 3 | iter 6400 step 400 | loss train: 0.118, val: 0.131 | iter time: 1922.66 ms (step)
Epoch 3 | iter 6410 step 400 | loss train: 0.155, val: 0.119 | iter time: 2096.57 ms
Epoch 3 | iter 6420 step 401 | loss train: 0.126, val: 0.119 | iter time: 1207.17 ms
Epoch 3 | iter 6430 step 401 | loss train: 0.109, val: 0.119 | iter time: 1239.49 ms
Epoch 3 | iter 6440 step 402 | loss train: 0.105, val: 0.119 | iter time: 1236.00 ms
Epoch 3 | iter 6450 step 403 | loss train: 0.110, val: 0.119 | iter time: 1880.69 ms
Epoch 3 | iter 6460 step 403 | loss train: 0.088, val: 0.119 | iter time: 1246.64 ms
Epoch 3 | iter 6470 step 404 | loss train: 0.104, val: 0.119 | iter time: 2644.34 ms
Epoch 3 | iter 6480 step 405 | loss train: 0.116, val: 0.119 | iter time: 1196.56 ms (step)
Epoch 3 | iter 6490 step 405 | loss train: 0.110, val: 0.119 | iter time: 1236.11 ms
Epoch 3 | iter 6500 step 406 | loss train: 0.107, val: 0.119 | iter time: 1194.10 ms
Epoch 3 | iter 6510 step 406 | loss train: 0.121, val: 0.119 | iter time: 1916.75 ms
Epoch 3 | iter 6520 step 407 | loss train: 0.119, val: 0.119 | iter time: 2033.35 ms
Epoch 3 | iter 6530 step 408 | loss train: 0.118, val: 0.119 | iter time: 1437.01 ms
Epoch 3 | iter 6540 step 408 | loss train: 0.101, val: 0.119 | iter time: 1091.62 ms
Epoch 3 | iter 6550 step 409 | loss train: 0.105, val: 0.119 | iter time: 2036.78 ms
Epoch 3 | iter 6560 step 410 | loss train: 0.113, val: 0.119 | iter time: 1197.49 ms (step)
Epoch 3 | iter 6570 step 410 | loss train: 0.110, val: 0.119 | iter time: 1940.39 ms
Epoch 3 | iter 6580 step 411 | loss train: 0.113, val: 0.119 | iter time: 1191.84 ms
Epoch 3 | iter 6590 step 411 | loss train: 0.108, val: 0.119 | iter time: 1420.80 ms
Epoch 3 | iter 6600 step 412 | loss train: 0.112, val: 0.119 | iter time: 1610.36 ms
Epoch 3 | iter 6610 step 413 | loss train: 0.118, val: 0.119 | iter time: 1237.70 ms
Epoch 3 | iter 6620 step 413 | loss train: 0.104, val: 0.119 | iter time: 1761.07 ms
Epoch 3 | iter 6630 step 414 | loss train: 0.112, val: 0.119 | iter time: 2640.23 ms
Epoch 3 | iter 6640 step 415 | loss train: 0.116, val: 0.119 | iter time: 2657.40 ms (step)
Epoch 3 | iter 6650 step 415 | loss train: 0.099, val: 0.119 | iter time: 1215.51 ms
Epoch 3 | iter 6660 step 416 | loss train: 0.124, val: 0.119 | iter time: 2006.42 ms
Epoch 3 | iter 6670 step 416 | loss train: 0.123, val: 0.119 | iter time: 1756.41 ms
Epoch 3 | iter 6680 step 417 | loss train: 0.106, val: 0.119 | iter time: 1236.26 ms
Epoch 3 | iter 6690 step 418 | loss train: 0.113, val: 0.119 | iter time: 1189.73 ms
Epoch 3 | iter 6700 step 418 | loss train: 0.110, val: 0.119 | iter time: 1190.32 ms
Epoch 3 | iter 6710 step 419 | loss train: 0.118, val: 0.119 | iter time: 1911.60 ms
Epoch 3 | iter 6720 step 420 | loss train: 0.134, val: 0.119 | iter time: 1095.87 ms (step)
Epoch 3 | iter 6730 step 420 | loss train: 0.127, val: 0.119 | iter time: 1208.42 ms
Epoch 3 | iter 6740 step 421 | loss train: 0.117, val: 0.119 | iter time: 1256.43 ms
Epoch 3 | iter 6750 step 421 | loss train: 0.101, val: 0.119 | iter time: 1236.61 ms
Epoch 3 | iter 6760 step 422 | loss train: 0.097, val: 0.119 | iter time: 1237.82 ms
Epoch 3 | iter 6770 step 423 | loss train: 0.103, val: 0.119 | iter time: 2219.25 ms
Epoch 3 | iter 6780 step 423 | loss train: 0.115, val: 0.119 | iter time: 1192.51 ms
Epoch 3 | iter 6790 step 424 | loss train: 0.108, val: 0.119 | iter time: 2775.92 ms
Epoch 3 | iter 6800 step 425 | loss train: 0.100, val: 0.119 | iter time: 1198.31 ms (step)
Epoch 3 | iter 6810 step 425 | loss train: 0.098, val: 0.119 | iter time: 1089.88 ms
Epoch 3 | iter 6820 step 426 | loss train: 0.111, val: 0.119 | iter time: 1420.21 ms
Epoch 3 | iter 6830 step 426 | loss train: 0.114, val: 0.119 | iter time: 1193.07 ms
Epoch 3 | iter 6840 step 427 | loss train: 0.108, val: 0.119 | iter time: 1422.90 ms
Epoch 3 | iter 6850 step 428 | loss train: 0.109, val: 0.119 | iter time: 1931.81 ms
Epoch 3 | iter 6860 step 428 | loss train: 0.117, val: 0.119 | iter time: 1879.45 ms
Epoch 3 | iter 6870 step 429 | loss train: 0.119, val: 0.119 | iter time: 1191.06 ms
Epoch 3 | iter 6880 step 430 | loss train: 0.117, val: 0.119 | iter time: 1187.26 ms (step)
Epoch 3 | iter 6890 step 430 | loss train: 0.090, val: 0.119 | iter time: 1195.09 ms
Epoch 3 | iter 6900 step 431 | loss train: 0.112, val: 0.119 | iter time: 2011.12 ms
Epoch 3 | iter 6910 step 431 | loss train: 0.121, val: 0.119 | iter time: 1426.96 ms
Epoch 3 | iter 6920 step 432 | loss train: 0.123, val: 0.119 | iter time: 1090.73 ms
Epoch 3 | iter 6930 step 433 | loss train: 0.113, val: 0.119 | iter time: 1194.83 ms
Epoch 3 | iter 6940 step 433 | loss train: 0.105, val: 0.119 | iter time: 1915.66 ms
Epoch 3 | iter 6950 step 434 | loss train: 0.113, val: 0.119 | iter time: 1192.37 ms
Epoch 3 | iter 6960 step 435 | loss train: 0.105, val: 0.119 | iter time: 1240.10 ms (step)
Epoch 3 | iter 6970 step 435 | loss train: 0.106, val: 0.119 | iter time: 1997.41 ms
Epoch 3 | iter 6980 step 436 | loss train: 0.115, val: 0.119 | iter time: 1614.26 ms
Epoch 3 | iter 6990 step 436 | loss train: 0.101, val: 0.119 | iter time: 2034.89 ms
Epoch 3 | iter 7000 step 437 | loss train: 0.131, val: 0.119 | iter time: 1613.72 ms
Epoch 3 | iter 7010 step 438 | loss train: 0.113, val: 0.119 | iter time: 1238.04 ms
Epoch 3 | iter 7020 step 438 | loss train: 0.111, val: 0.119 | iter time: 1189.58 ms
Epoch 3 | iter 7030 step 439 | loss train: 0.115, val: 0.119 | iter time: 1878.52 ms
Epoch 3 | iter 7040 step 440 | loss train: 0.116, val: 0.119 | iter time: 1225.93 ms (step)
Epoch 3 | iter 7050 step 440 | loss train: 0.106, val: 0.119 | iter time: 1916.82 ms
Epoch 3 | iter 7060 step 441 | loss train: 0.139, val: 0.119 | iter time: 1880.25 ms
Epoch 3 | iter 7070 step 441 | loss train: 0.113, val: 0.119 | iter time: 1424.33 ms
Epoch 3 | iter 7080 step 442 | loss train: 0.089, val: 0.119 | iter time: 1248.98 ms
Epoch 3 | iter 7090 step 443 | loss train: 0.094, val: 0.119 | iter time: 1090.89 ms
Epoch 3 | iter 7100 step 443 | loss train: 0.090, val: 0.119 | iter time: 3290.93 ms
Epoch 3 | iter 7110 step 444 | loss train: 0.095, val: 0.119 | iter time: 1239.27 ms
Epoch 3 | iter 7120 step 445 | loss train: 0.093, val: 0.119 | iter time: 2493.65 ms (step)
Epoch 3 | iter 7130 step 445 | loss train: 0.089, val: 0.119 | iter time: 1234.31 ms
Epoch 3 | iter 7140 step 446 | loss train: 0.105, val: 0.119 | iter time: 1421.16 ms
Epoch 3 | iter 7150 step 446 | loss train: 0.108, val: 0.119 | iter time: 1212.59 ms
Epoch 3 | iter 7160 step 447 | loss train: 0.101, val: 0.119 | iter time: 1261.67 ms
Epoch 3 | iter 7170 step 448 | loss train: 0.111, val: 0.119 | iter time: 1190.91 ms
Epoch 3 | iter 7180 step 448 | loss train: 0.095, val: 0.119 | iter time: 1239.57 ms
Epoch 3 | iter 7190 step 449 | loss train: 0.086, val: 0.119 | iter time: 1422.88 ms
Epoch 3 | iter 7200 step 450 | loss train: 0.105, val: 0.119 | iter time: 1196.99 ms (step)
Epoch 3 | iter 7210 step 450 | loss train: 0.116, val: 0.119 | iter time: 1193.05 ms
Epoch 3 | iter 7220 step 451 | loss train: 0.115, val: 0.119 | iter time: 1089.44 ms
Epoch 3 | iter 7230 step 451 | loss train: 0.107, val: 0.119 | iter time: 1207.11 ms
Epoch 3 | iter 7240 step 452 | loss train: 0.097, val: 0.119 | iter time: 1239.21 ms
Epoch 3 | iter 7250 step 453 | loss train: 0.096, val: 0.119 | iter time: 2645.88 ms
Epoch 3 | iter 7260 step 453 | loss train: 0.089, val: 0.119 | iter time: 1084.94 ms
Epoch 3 | iter 7270 step 454 | loss train: 0.100, val: 0.119 | iter time: 1211.84 ms
Epoch 3 | iter 7280 step 455 | loss train: 0.115, val: 0.119 | iter time: 1242.17 ms (step)
Epoch 3 | iter 7290 step 455 | loss train: 0.103, val: 0.119 | iter time: 1234.76 ms
Epoch 3 | iter 7300 step 456 | loss train: 0.106, val: 0.119 | iter time: 1881.19 ms
Epoch 3 | iter 7310 step 456 | loss train: 0.131, val: 0.119 | iter time: 1423.49 ms
Epoch 3 | iter 7320 step 457 | loss train: 0.121, val: 0.119 | iter time: 2051.19 ms
Epoch 3 | iter 7330 step 458 | loss train: 0.128, val: 0.119 | iter time: 1190.98 ms
Epoch 3 | iter 7340 step 458 | loss train: 0.113, val: 0.119 | iter time: 1192.60 ms
Epoch 3 | iter 7350 step 459 | loss train: 0.112, val: 0.119 | iter time: 2040.15 ms
Epoch 3 | iter 7360 step 460 | loss train: 0.108, val: 0.119 | iter time: 1195.50 ms (step)
Epoch 3 | iter 7370 step 460 | loss train: 0.106, val: 0.119 | iter time: 1191.13 ms
Epoch 3 | iter 7380 step 461 | loss train: 0.105, val: 0.119 | iter time: 1192.32 ms
Epoch 3 | iter 7390 step 461 | loss train: 0.102, val: 0.119 | iter time: 1235.69 ms
Epoch 3 | iter 7400 step 462 | loss train: 0.106, val: 0.119 | iter time: 2376.53 ms
Epoch 3 | iter 7410 step 463 | loss train: 0.085, val: 0.119 | iter time: 1240.26 ms
Epoch 3 | iter 7420 step 463 | loss train: 0.096, val: 0.119 | iter time: 1191.23 ms
Epoch 3 | iter 7430 step 464 | loss train: 0.089, val: 0.119 | iter time: 1237.01 ms
Epoch 3 | iter 7440 step 465 | loss train: 0.100, val: 0.119 | iter time: 1215.10 ms (step)
Epoch 3 | iter 7450 step 465 | loss train: 0.115, val: 0.119 | iter time: 1891.38 ms
Epoch 3 | iter 7460 step 466 | loss train: 0.106, val: 0.119 | iter time: 1236.31 ms
Epoch 3 | iter 7470 step 466 | loss train: 0.114, val: 0.119 | iter time: 1193.74 ms
Epoch 3 | iter 7480 step 467 | loss train: 0.103, val: 0.119 | iter time: 1195.27 ms
Epoch 3 | iter 7490 step 468 | loss train: 0.099, val: 0.119 | iter time: 1179.75 ms
Epoch 3 | iter 7500 step 468 | loss train: 0.120, val: 0.119 | iter time: 1424.35 ms
